Name,first_season,last_season,games_played,games_started,teams,num_teams,key_mlbam,key_retro,key_bbref,key_fangraphs,pitcher_cleaned
David Holmberg,2013,2017,51,19,['Diamondbacks' 'Reds' 'White Sox'],3,571787,holmd002,holmbda01,7725,davidholmberg
David Huff,2009,2016,120,57,['Indians' '- - -' 'Dodgers' 'Angels'],4,453307,huffd001,huffda01,4257,davidhuff
David Pauley,2006,2012,91,20,['Red Sox' 'Mariners' '- - -'],3,456102,pauld001,pauleda01,3625,davidpauley
David Paulino,2016,2018,16,7,['Astros' 'Blue Jays'],2,600944,pauld002,paulida01,17418,davidpaulino
David Phelps,2012,2019,269,65,['Yankees' 'Marlins' '- - -'],3,475479,pheld001,phelpda01,6316,davidphelps
David Price,2008,2019,321,311,['Rays' '- - -' 'Red Sox'],3,456034,pricd001,priceda01,3184,davidprice
David Purcey,2008,2013,111,21,['Blue Jays' '- - -' 'White Sox'],3,453515,purcd001,purceda01,8360,davidpurcey
David Weathers,2000,2009,713,2,['Brewers' '- - -' 'Mets' 'Reds'],4,124000,weatd001,weathda01,902,davidweathers
David Wells,2000,2007,216,215,['Blue Jays' 'White Sox' 'Yankees' 'Padres' 'Red Sox' '- - -'],6,124071,welld001,wellsda01,855,davidwells
Dayan Diaz,2016,2017,16,1,['Reds' 'Astros'],2,500765,diazd001,diazda01,11543,dayandiaz
Deck McGuire,2017,2018,27,6,['Reds' '- - -'],2,592547,mcgud001,mcguide02,11596,deckmcguire
Dellin Betances,2011,2019,358,1,['Yankees'],1,476454,betad001,betande01,6216,dellinbetances
Delvin James,2002,2002,8,6,['Devil Rays'],1,400126,jamed002,jamesde01,1215,delvinjames
Dennis Sarfate,2006,2009,92,4,['Brewers' 'Astros' 'Orioles'],3,430610,sarfd001,sarfade01,2174,dennissarfate
Dennis Springer,2000,2002,7,5,['Mets' 'Dodgers'],2,122618,sprid001,sprinde01,672,dennisspringer
Dennis Tankersley,2002,2004,27,16,['Padres'],1,407807,tankd001,tankede01,1054,dennistankersley
Denny Bautista,2004,2010,131,21,['- - -' 'Royals' 'Rockies' 'Pirates' 'Giants'],5,429714,bautd002,bautide01,1947,dennybautista
Denny Neagle,2000,2003,106,98,['- - -' 'Rockies'],2,119673,neagd001,neaglde01,441,dennyneagle
Denny Stark,2001,2009,68,42,['Mariners' 'Rockies'],2,150128,stard001,starkde01,452,dennystark
Dennys Reyes,2000,2011,575,24,['Reds' '- - -' 'Royals' 'Padres' 'Twins' 'Cardinals' 'Red Sox'],7,121096,reyed001,reyesde01,444,dennysreyes
Dereck Rodriguez,2018,2019,49,35,['Giants'],1,605446,rodrd001,rodride01,14509,dereckrodriguez
Derek Holland,2009,2019,295,222,['Rangers' 'White Sox' 'Giants' '- - -'],4,502706,holld003,hollade01,4141,derekholland
Derek Law,2016,2019,167,4,['Giants' 'Blue Jays'],2,571882,law-d001,lawde01,13133,dereklaw
Derek Lowe,2000,2013,524,358,['Red Sox' 'Dodgers' 'Braves' '- - -' 'Rangers'],5,117955,lowed001,lowede01,199,dereklowe
Derek Thompson,2005,2005,4,3,['Dodgers'],1,425663,thomd002,thompde01,2126,derekthompson
Derrick Turnbow,2000,2008,257,1,['Angels' 'Brewers'],2,276913,turnd001,turnbde01,1694,derrickturnbow
Devern Hansack,2006,2008,9,3,['Red Sox'],1,468962,hansd002,hansade01,4939,devernhansack
Devin Smeltzer,2019,2019,11,6,['Twins'],1,656970,smeld001,smeltde01,19487,devinsmeltzer
Dewon Brazelton,2002,2006,63,43,['Devil Rays' 'Padres'],2,407376,brazd001,brazede01,1195,dewonbrazelton
Dicky Gonzalez,2001,2004,20,7,['Mets' 'Devil Rays'],2,276508,gonzd002,gonzadi01,777,dickygonzalez
Diego Castillo,2018,2019,108,17,['Rays'],1,650895,castd002,castidi01,17496,diegocastillo
Dietrich Enns,2017,2017,2,1,['Twins'],1,608650,ennsd001,ennsdi01,13932,dietrichenns
Dillon Gee,2010,2017,165,128,['Mets' 'Royals' '- - -'],3,518716,gee-d001,geedi01,7396,dillongee
Dillon Overton,2016,2017,17,7,['Athletics' '- - -'],2,592614,overd001,overtdi01,15627,dillonoverton
Dillon Peters,2017,2019,30,23,['Marlins' 'Angels'],2,596071,peted001,peterdi01,18790,dillonpeters
Dinelson Lamet,2017,2019,35,35,['Padres'],1,659275,lamed001,lametdi01,17186,dinelsonlamet
Dirk Hayhurst,2008,2009,25,3,['Padres' 'Blue Jays'],2,460602,hayhd001,hayhudi01,6010,dirkhayhurst
Domingo German,2017,2019,55,38,['Yankees'],1,593334,germd001,germado01,17149,domingogerman
Don Wengert,2000,2001,14,4,['Braves' 'Pirates'],2,124085,wengd001,wengedo01,1013777,donwengert
Donn Roach,2014,2016,21,2,['Padres' 'Cubs' 'Mariners'],3,543698,roacd001,roachdo01,10620,donnroach
Donovan Hand,2013,2015,32,7,['Brewers' 'Reds'],2,518764,handd001,handdo01,8728,donovanhand
Donovan Osborne,2002,2004,20,2,['Cubs' 'Yankees'],2,120085,osbod001,osbordo01,299,donovanosborne
Dontrelle Willis,2003,2011,205,202,['Marlins' 'Tigers' '- - -' 'Reds'],4,425883,willd003,willido03,1703,dontrellewillis
Doug Davis,2000,2011,304,286,['Rangers' '- - -' 'Brewers' 'Diamondbacks' 'Cubs'],5,150277,david002,davisdo02,1244,dougdavis
Doug Fister,2009,2018,242,226,['Mariners' '- - -' 'Tigers' 'Nationals' 'Astros' 'Red Sox' 'Rangers'],7,450729,fistd001,fistedo01,9425,dougfister
Doug Mathis,2008,2010,45,6,['Rangers'],1,450545,mathd001,mathido01,3944,dougmathis
Doug Waechter,2003,2009,113,54,['Devil Rays' 'Marlins' 'Royals'],3,425531,waecd001,waechdo01,1814,dougwaechter
Drew Anderson,2017,2019,9,1,['Phillies'],1,623454,anded003,anderdr02,15130,drewanderson
Drew Gagnon,2018,2019,23,1,['Mets'],1,543193,gagnd001,gagnodr01,12545,drewgagnon
Drew Hutchison,2012,2018,98,79,['Blue Jays' '- - -'],2,571800,hutcd001,hutchdr01,10732,drewhutchison
Drew Pomeranz,2011,2019,242,140,['Rockies' 'Athletics' '- - -' 'Red Sox'],4,519141,pomed001,pomerdr01,11426,drewpomeranz
Drew Rucinski,2014,2018,41,1,['Angels' 'Twins' 'Marlins'],3,607968,rucid001,rucindr01,12499,drewrucinski
Drew Smyly,2012,2019,181,106,['Tigers' '- - -' 'Rays'],3,592767,smyld001,smylydr01,11760,drewsmyly
Drew VerHagen,2014,2019,127,8,['Tigers'],1,572403,verhd001,verhadr01,13424,drewverhagen
Duane Below,2011,2013,43,3,['Tigers' 'Marlins'],2,502102,belod001,belowdu01,3124,duanebelow
Duane Underwood Jr.,2018,2019,13,1,['Cubs'],1,621249,unded001,underdu01,14677,duaneunderwoodjr
Dustin Hermanson,2000,2006,225,88,['Expos' 'Cardinals' 'Red Sox' '- - -' 'Giants' 'White Sox'],6,115812,hermd001,hermadu01,195,dustinhermanson
Dustin May,2019,2019,14,4,['Dodgers'],1,669160,may-d003,maydu01,19716,dustinmay
Dustin McGowan,2005,2017,290,69,['Blue Jays' 'Phillies' 'Marlins'],3,430661,mcgod001,mcgowdu01,8600,dustinmcgowan
Dustin Moseley,2006,2012,101,53,['Angels' 'Yankees' 'Padres'],3,400291,mosed001,moseldu01,7060,dustinmoseley
Dustin Nippert,2005,2010,119,23,['Diamondbacks' 'Rangers'],2,430962,nippd001,nippedu01,4426,dustinnippert
Dusty Hughes,2009,2011,80,1,['Royals' 'Twins'],2,458250,hughd001,hughedu01,6164,dustyhughes
Dwight Gooden,2000,2000,27,14,['- - -'],1,114947,goodd001,goodedw01,1004852,dwightgooden
Dylan Axelrod,2011,2015,59,34,['White Sox' 'Reds'],2,518420,axeld001,axelrdy01,9303,dylanaxelrod
Dylan Bundy,2012,2019,127,103,['Orioles'],1,605164,bundd001,bundydy01,12917,dylanbundy
Dylan Cease,2019,2019,14,14,['White Sox'],1,656302,ceasd001,ceasedy01,18525,dylancease
Dylan Covey,2017,2019,63,45,['White Sox'],1,592229,coved001,coveydy01,14825,dylancovey
Ed Yarnall,2000,2000,2,1,['Yankees'],1,150097,yarne001,yarnaed01,1014322,edyarnall
Eddie Bonine,2008,2010,62,10,['Tigers'],1,444382,bonie002,bonined01,5890,eddiebonine
Eddie Butler,2014,2018,79,39,['Rockies' 'Cubs' '- - -'],3,572750,butle001,butleed01,13453,eddiebutler
Edgar Gonzalez,2003,2013,121,47,['Diamondbacks' 'Athletics' 'Rockies' 'Astros' '- - -'],5,429440,gonze001,gonzaed01,1727,edgargonzalez
Edgar Olmos,2013,2015,11,2,['Marlins' 'Mariners'],2,543607,olmoe001,olmosed01,10174,edgarolmos
Edinson Volquez,2005,2019,287,273,['Rangers' 'Reds' 'Padres' '- - -' 'Pirates' 'Royals' 'Marlins'],7,450172,volqe001,volqued01,3990,edinsonvolquez
Eduardo Rodriguez,2015,2019,127,122,['Red Sox'],1,593958,rodre004,rodried05,13164,eduardorodriguez
Eduardo Villacis,2004,2004,1,1,['Royals'],1,433278,ville001,villaed01,1922,eduardovillacis
Edwar Cabrera,2012,2012,2,2,['Rockies'],1,542369,cabre002,cabreed01,9211,edwarcabrera
Edward Mujica,2006,2017,499,4,['Indians' 'Padres' 'Marlins' '- - -' 'Cardinals' 'Red Sox' 'Tigers'],7,465629,mujie001,mujiced01,3970,edwardmujica
Edwin Escobar,2014,2016,27,2,['Red Sox' 'Diamondbacks'],2,546276,escoe002,escobed02,10337,edwinescobar
Edwin Jackson,2003,2019,412,318,"['Dodgers' 'Devil Rays' 'Rays' 'Tigers' '- - -' 'Nationals' 'Cubs'
 'Athletics']",8,429719,jacke001,jacksed01,1841,edwinjackson
Elieser Hernandez,2018,2019,53,21,['Marlins'],1,622694,herne002,hernael01,16933,elieserhernandez
Elih Villanueva,2011,2011,1,1,['Marlins'],1,534631,ville002,villael01,8796,elihvillanueva
Elizardo Ramirez,2004,2008,39,26,['Phillies' 'Reds' 'Rangers'],3,430579,ramie002,ramirel01,1946,elizardoramirez
Elmer Dessens,2000,2010,380,132,['Reds' 'Diamondbacks' '- - -' 'Dodgers' 'Braves' 'Mets'],6,113296,desse001,desseel01,317,elmerdessens
Emmanuel Clase,2019,2019,21,1,['Rangers'],1,661403,clase001,claseem01,21032,emmanuelclase
Enny Romero,2013,2018,137,1,['Rays' 'Nationals' '- - -'],3,544836,romee002,romeren01,4001,ennyromero
Enrique Gonzalez,2006,2011,55,18,['Diamondbacks' 'Padres' 'Red Sox' 'Tigers'],4,434619,gonze002,gonzaen01,2568,enriquegonzalez
Enyel De Los Santos,2018,2019,12,3,['Phillies'],1,660853,deloe001,delosen01,18403,enyeldelossantos
Erasmo Ramirez,2012,2019,193,92,['Mariners' 'Rays' '- - -' 'Red Sox'],4,541640,ramie004,ramirer02,10314,erasmoramirez
Eric DuBose,2002,2006,52,27,['Orioles'],1,276511,duboe001,duboser01,1633,ericdubose
Eric Gagne,2000,2008,397,43,['Dodgers' '- - -' 'Brewers'],3,150378,gagne001,gagneer01,650,ericgagne
Eric Hacker,2009,2012,9,1,['Pirates' 'Twins' 'Giants'],3,459345,hacke001,hackeer01,8743,erichacker
Eric Hurley,2008,2008,5,5,['Rangers'],1,457922,hurle001,hurleer01,8364,erichurley
Eric Jokisch,2014,2014,4,1,['Cubs'],1,518852,jokie001,jokiser01,11157,ericjokisch
Eric Junge,2002,2003,10,1,['Phillies'],1,407784,junge001,jungeer01,1611,ericjunge
Eric Knott,2001,2003,16,2,['Diamondbacks' 'Expos'],2,407482,knote001,knotter01,62,ericknott
Eric Lauer,2018,2019,53,52,['Padres'],1,641778,lauee001,lauerer01,19316,ericlauer
Eric Milton,2000,2009,205,204,['Twins' 'Phillies' 'Reds' 'Dodgers'],4,132980,milte001,miltoer01,743,ericmilton
Eric Skoglund,2017,2019,27,22,['Royals'],1,607215,skoge001,skogler01,16155,ericskoglund
Eric Stults,2006,2015,135,112,['Dodgers' 'Rockies' '- - -' 'Padres' 'Braves'],5,445590,stule002,stulter01,8011,ericstults
Eric Surkamp,2011,2016,52,16,['Giants' 'White Sox' 'Dodgers' 'Athletics'],4,474668,surke001,surkaer01,2540,ericsurkamp
Erick Fedde,2017,2019,35,26,['Nationals'],1,607200,fedde001,feddeer01,17425,erickfedde
Erik Bedard,2002,2014,241,230,['Orioles' 'Mariners' '- - -' 'Pirates' 'Astros' 'Rays'],6,407853,bedae001,bedarer01,126,erikbedard
Erik Hiljus,2000,2002,28,20,['Tigers' 'Athletics'],2,150195,hilje001,hiljuer01,919,erikhiljus
Erik Johnson,2013,2016,22,22,['White Sox' '- - -'],2,605304,johne003,johnser04,12520,erikjohnson
Erik Swanson,2019,2019,27,8,['Mariners'],1,657024,swane001,swanser01,16587,erikswanson
Ervin Santana,2005,2019,387,384,['Angels' 'Royals' 'Braves' 'Twins' 'White Sox'],5,429722,sante001,santaer01,3200,ervinsantana
Esmerling Vasquez,2009,2012,147,6,['Diamondbacks' 'Twins'],2,458220,vasqe001,vasques01,5280,esmerlingvasquez
Esmil Rogers,2009,2015,210,43,['Rockies' '- - -' 'Blue Jays' 'Yankees'],4,469134,rogee002,rogeres01,6317,esmilrogers
Esteban Loaiza,2000,2008,237,217,['- - -' 'Blue Jays' 'White Sox' 'Nationals' 'Athletics'],5,117842,loaie001,loaizes01,1310,estebanloaiza
Esteban Yan,2000,2006,351,20,['Devil Rays' '- - -' 'Tigers' 'Angels'],4,124643,yan-e001,yanes01,1236,estebanyan
Ethan Martin,2013,2014,17,8,['Phillies'],1,543495,marte002,martiet01,3877,ethanmartin
Eude Brito,2005,2006,11,7,['Phillies'],1,434560,brite001,britoeu01,2514,eudebrito
Evan Phillips,2018,2019,34,1,['- - -' 'Orioles'],2,623465,phile001,phillev01,17734,evanphillips
Everett Stull,2000,2002,22,6,['Brewers'],1,122904,stule001,stullev01,712,everettstull
Everett Teaford,2011,2015,49,8,['Royals' 'Rays'],2,501870,teafe001,teafoev01,3732,everettteaford
Ezequiel Astacio,2005,2006,28,14,['Astros'],1,430586,astae001,astacez01,2169,ezequielastacio
Fabio Castro,2006,2007,30,1,['- - -' 'Phillies'],2,466983,castf002,castrfa01,4048,fabiocastro
Felipe Lira,2000,2001,57,7,['Expos'],1,117809,liraf001,lirafe01,1007649,felipelira
Felipe Paulino,2007,2014,97,65,['Astros' '- - -' 'Royals' 'White Sox'],4,462956,paulf001,paulife01,3777,felipepaulino
Felix Diaz,2004,2004,18,7,['White Sox'],1,407808,diazf001,diazfe01,1932,felixdiaz
Felix Doubront,2010,2015,118,85,['Red Sox' '- - -'],2,467094,doubf001,doubrfe01,1478,felixdoubront
Felix Hernandez,2005,2019,419,418,['Mariners'],1,433587,hernf002,hernafe02,4772,felixhernandez
Felix Jorge,2017,2017,2,2,['Twins'],1,602928,jorgf001,jorgefe01,14532,felixjorge
Felix Pena,2016,2019,77,24,['Cubs' 'Angels'],2,570240,penaf002,penafe01,13403,felixpena
Fernando Abad,2010,2019,384,6,['Astros' 'Nationals' 'Athletics' '- - -' 'Red Sox' 'Giants'],6,472551,abadf001,abadfe01,4994,fernandoabad
Fernando Nieve,2006,2010,99,19,['Astros' 'Mets'],2,430588,nievf001,nievefe01,2173,fernandonieve
Fernando Romero,2018,2019,26,11,['Twins'],1,622864,romef001,romerfe01,15885,fernandoromero
Framber Valdez,2018,2019,34,13,['Astros'],1,664285,valdf001,valdefr01,17295,frambervaldez
Francis Martes,2017,2017,32,4,['Astros'],1,642564,martf003,martefr01,17303,francismartes
Francisco Cordova,2000,2000,18,17,['Pirates'],1,112681,cordf001,cordofr01,1002623,franciscocordova
Francisco Cruceta,2004,2008,19,3,['Indians' 'Mariners' 'Tigers'],3,425510,crucf001,crucefr01,2104,franciscocruceta
Francisco Liriano,2005,2019,419,300,['Twins' '- - -' 'Pirates' 'Tigers'],4,434538,lirif001,liriafr01,3201,franciscoliriano
Francisco Rosario,2006,2007,40,1,['Blue Jays' 'Phillies'],2,425564,rosaf001,rosarfr01,2091,franciscorosario
Frank Brooks,2004,2005,12,1,['Pirates' 'Braves'],2,425905,broof001,brookfr01,1877,frankbrooks
Frank Castillo,2000,2005,90,74,['Blue Jays' 'Red Sox' 'Marlins'],3,112113,castf001,castifr01,180,frankcastillo
Frank Garces,2014,2015,55,1,['Padres'],1,571057,garcf003,garcefr01,13144,frankgarces
Frankie Montas,2015,2019,59,29,['White Sox' 'Athletics'],2,593423,montf001,montafr02,14309,frankiemontas
Frankie de la Cruz,2007,2011,26,1,['Tigers' 'Marlins' 'Padres' 'Brewers'],4,448842,delae001,delaceu01,3920,frankiedelacruz
Franklin Morales,2007,2016,305,47,['Rockies' '- - -' 'Red Sox' 'Royals' 'Blue Jays'],5,462985,moraf001,moralfr01,5088,franklinmorales
Freddy Garcia,2000,2013,343,324,['Mariners' '- - -' 'White Sox' 'Phillies' 'Tigers' 'Yankees'],6,150119,garcf002,garcifr03,1077,freddygarcia
Freddy Peralta,2018,2019,55,22,['Brewers'],1,642547,peraf001,peralfr01,18679,freddyperalta
Gabriel Moya,2017,2018,42,6,['Twins'],1,622382,moyag001,moyaga01,16348,gabrielmoya
Gabriel Ynoa,2016,2019,55,20,['Mets' 'Orioles'],2,593679,ynoag001,ynoaga01,12938,gabrielynoa
Garrett Mock,2008,2010,55,19,['Nationals'],1,452241,mockg001,mockga01,7335,garrettmock
Garrett Olson,2007,2012,104,44,['Orioles' 'Mariners' 'Pirates' 'Mets'],4,457796,olsog003,olsonga01,9889,garrettolson
Garrett Richards,2011,2019,173,118,['Angels' 'Padres'],2,572070,richg002,richaga01,9784,garrettrichards
Garrett Stephenson,2000,2003,76,68,['Cardinals'],1,122751,stepg001,stephga01,1185,garrettstephenson
Gary Glover,2001,2008,262,47,['White Sox' '- - -' 'Brewers' 'Devil Rays'],4,150474,glovg001,glovega01,234,garyglover
Gary Knotts,2001,2004,86,38,['Marlins' 'Tigers'],2,276352,knotg001,knottga01,1428,garyknotts
Gavin Floyd,2004,2016,243,196,['Phillies' 'White Sox' 'Braves' 'Indians' 'Blue Jays'],5,425856,floyg001,floydga01,3886,gavinfloyd
Genesis Cabrera,2019,2019,13,2,['Cardinals'],1,650893,cabrg001,cabrege01,17490,genesiscabrera
Geraldo Guzman,2000,2001,17,10,['Diamondbacks'],1,275698,guzmg001,guzmage01,1005159,geraldoguzman
Geremi Gonzalez,2003,2006,88,40,['Devil Rays' 'Red Sox' '- - -'],3,114928,gonzj003,gonzaje01,1711,geremigonzalez
German Marquez,2016,2019,96,93,['Rockies'],1,608566,marqg001,marquge01,15038,germanmarquez
Gerrit Cole,2013,2019,192,192,['Pirates' 'Astros'],2,543037,coleg001,colege01,13125,gerritcole
Gerson Bautista,2018,2019,13,2,['Mets' 'Mariners'],2,639373,bautg001,bautige01,19256,gersonbautista
Gil Heredia,2000,2001,56,50,['Athletics'],1,115804,hereg001,heredgi01,1005686,gilheredia
Gil Meche,2000,2010,242,228,['Mariners' 'Royals'],2,219194,mechg001,mechegi01,1089,gilmeche
Gio Gonzalez,2008,2019,332,324,['Athletics' 'Nationals' '- - -' 'Brewers'],4,461829,gonzg003,gonzagi01,7448,giogonzalez
Giovanni Carrara,2000,2006,280,4,['Rockies' 'Dodgers' 'Mariners'],3,112030,carrg001,carragi01,643,giovannicarrara
Glen Perkins,2006,2017,409,44,['Twins'],1,450282,perkg001,perkigl01,8041,glenperkins
Glendon Rusch,2000,2009,279,169,['Mets' 'Brewers' 'Cubs' '- - -' 'Rockies'],5,121556,ruscg001,ruschgl01,707,glendonrusch
Glenn Sparkman,2017,2019,48,26,['Blue Jays' 'Royals'],2,642098,sparg001,sparkgl01,15200,glennsparkman
Gonzalez Germen,2013,2016,129,1,['Mets' '- - -' 'Rockies'],3,542674,germg001,germego01,5876,gonzalezgermen
Graham Godfrey,2011,2012,10,8,['Athletics'],1,453232,godfg001,godfrgr01,3128,grahamgodfrey
Graham Taylor,2009,2009,3,3,['Marlins'],1,501869,taylg001,taylogr01,3719,grahamtaylor
Grant Balfour,2001,2015,534,1,['Twins' '- - -' 'Rays' 'Athletics'],4,346797,balfg001,balfogr01,718,grantbalfour
Grant Roberts,2000,2004,76,1,['Mets'],1,150241,robeg001,robergr01,894,grantroberts
Greg Maddux,2000,2008,308,308,['Braves' 'Cubs' '- - -' 'Padres'],4,118120,maddg002,maddugr01,104,gregmaddux
Greg Reynolds,2008,2013,33,21,['Rockies' 'Reds'],2,453353,reyng001,reynogr01,5712,gregreynolds
Greg Smith,2008,2010,40,40,['Athletics' 'Rockies'],2,460105,smitg002,smithgr02,3455,gregsmith
Gregory Soto,2019,2019,33,7,['Tigers'],1,642397,sotog003,sotogr01,19677,gregorysoto
Griffin Canning,2019,2019,18,17,['Angels'],1,656288,canng001,cannigr01,19867,griffincanning
Guillermo Moscoso,2009,2013,70,26,['Rangers' 'Athletics' 'Rockies' 'Giants'],4,446861,moscg001,moscogu01,5106,guillermomoscoso
Gustavo Chacin,2004,2010,102,58,['Blue Jays' 'Astros'],2,407860,chacg001,chacigu01,2060,gustavochacin
Hansel Izquierdo,2002,2002,20,2,['Marlins'],1,407875,izquh001,izquiha02,522,hanselizquierdo
Hansel Robles,2015,2019,295,1,['Mets' '- - -' 'Angels'],3,570663,roblh001,robleha01,11801,hanselrobles
Hayden Penn,2005,2010,33,15,['Orioles' 'Marlins' 'Pirates'],3,435140,pennh001,pennha01,4893,haydenpenn
Heath Fillmyer,2018,2019,29,16,['Royals'],1,641571,fillh001,fillmhe01,17466,heathfillmyer
Heath Murray,2001,2002,49,4,['Tigers' 'Indians'],2,119583,murrh001,murrahe01,1510,heathmurray
Hector Carrasco,2000,2007,314,10,['- - -' 'Twins' 'Orioles' 'Nationals' 'Angels'],5,112031,carrh001,carrahe01,1240,hectorcarrasco
Hector Mercado,2000,2003,112,3,['Reds' 'Phillies'],2,280059,merch002,mercahe01,960,hectormercado
Hector Noesi,2011,2019,119,57,['Yankees' 'Mariners' '- - -' 'White Sox' 'Marlins'],5,456051,noesh001,noesihe01,3292,hectornoesi
Hector Rondon,2013,2019,421,1,['Cubs' 'Astros'],2,444468,rondh001,rondohe01,2391,hectorrondon
Hector Santiago,2011,2019,257,139,['White Sox' 'Angels' '- - -' 'Twins'],4,502327,santh001,santihe01,4026,hectorsantiago
Hector Velazquez,2017,2019,89,19,['Red Sox'],1,584171,velah001,velazhe01,19341,hectorvelazquez
Henderson Alvarez,2011,2017,95,95,['Blue Jays' 'Marlins' 'Phillies'],3,506693,alvah001,alvarhe01,5669,hendersonalvarez
Henry Owens,2015,2016,16,16,['Red Sox'],1,596064,owenh002,owenshe02,13143,henryowens
Henry Sosa,2011,2011,10,10,['Astros'],1,464400,sosah001,sosahe01,6936,henrysosa
Hideki Irabu,2000,2002,52,16,['Expos' 'Rangers'],2,116400,irabh001,irabuhi01,1255,hidekiirabu
Hideo Nomo,2000,2008,172,168,['Tigers' 'Red Sox' 'Dodgers' 'Devil Rays' 'Royals'],5,119827,nomoh001,nomohi01,666,hideonomo
Hipolito Pichardo,2000,2002,69,1,['Red Sox' 'Astros'],2,120539,pichh001,pichahi01,1472,hipolitopichardo
Hiram Burgos,2013,2013,6,6,['Brewers'],1,572744,burgh001,burgohi01,9412,hiramburgos
Hiroki Kuroda,2008,2014,212,211,['Dodgers' 'Yankees'],2,493133,kuroh001,kurodhi01,3283,hirokikuroda
Hisanori Takahashi,2010,2013,168,12,['Mets' 'Angels' '- - -' 'Cubs'],4,538227,takah001,takahhi01,10091,hisanoritakahashi
Hisashi Iwakuma,2012,2017,150,136,['Mariners'],1,547874,iwakh001,iwakuhi01,13048,hisashiiwakuma
Homer Bailey,2007,2019,243,243,['Reds' '- - -'],2,456701,bailh001,baileho02,8362,homerbailey
Hong-Chih Kuo,2005,2011,218,14,['Dodgers'],1,425539,kuo-h001,kuoho01,7016,hongchihkuo
Horacio Estrada,2000,2001,11,4,['Brewers' 'Rockies'],2,216194,estrh001,estraho01,1003843,horacioestrada
Horacio Ramirez,2003,2011,169,105,['Braves' 'Mariners' '- - -' 'Royals' 'Angels'],5,400141,ramih002,ramirho01,110,horacioramirez
Hunter Wood,2017,2019,66,10,['Rays' '- - -'],2,621056,woodh001,woodhu01,15091,hunterwood
Hyun-Jin Ryu,2013,2019,126,125,['Dodgers'],1,547943,ryu-h001,ryuhy01,14444,hyunjinryu
Ian Kennedy,2007,2019,354,289,['Yankees' 'Diamondbacks' '- - -' 'Padres' 'Royals'],5,453178,kenni001,kenneia01,6986,iankennedy
Ian Snell,2004,2010,152,136,['Pirates' '- - -' 'Mariners'],3,430636,sneli001,snellia01,2227,iansnell
Ian Thomas,2014,2015,30,1,['Braves' '- - -'],2,621962,thomi001,thomaia01,13881,ianthomas
Ismael Valdez,2000,2005,149,138,['- - -' 'Angels' 'Rangers' 'Marlins'],4,123595,valdi001,valdeis01,1283,ismaelvaldez
Ivan Nova,2010,2019,236,223,['Yankees' '- - -' 'Pirates' 'White Sox'],4,467100,novai001,novaiv01,1994,ivannova
J.A. Happ,2007,2019,315,289,['Phillies' '- - -' 'Astros' 'Blue Jays' 'Yankees'],5,457918,happj001,happja01,7410,jahapp
J.C. Romero,2000,2012,675,22,['Twins' 'Angels' '- - -' 'Phillies'],4,240694,romej001,romerj.01,754,jcromero
J.D. Durbin,2004,2007,23,11,['Twins' '- - -'],2,429716,durbj001,durbijd01,7992,jddurbin
J.D. Martin,2009,2010,24,24,['Nationals'],1,455605,martj005,martijd01,3685,jdmartin
J.P. Howell,2005,2017,547,33,['Royals' 'Devil Rays' 'Rays' 'Dodgers' 'Blue Jays'],5,434442,howej003,howeljp01,8245,jphowell
J.R. Graham,2015,2016,40,1,['Twins'],1,543242,grahj002,grahajr01,12042,jrgraham
JC Ramirez,2013,2019,142,26,['Phillies' '- - -' 'Angels'],3,500724,ramij002,ramirjc01,8302,jcramirez
Jace Fry,2017,2019,138,1,['White Sox'],1,605240,fry-j001,fryja01,16159,jacefry
Jack Cassel,2007,2008,15,7,['Padres' 'Astros'],2,445222,cassj001,casseja01,3052,jackcassel
Jack Flaherty,2017,2019,67,66,['Cardinals'],1,656427,flahj002,flaheja01,17479,jackflaherty
Jackson Stephens,2017,2018,36,4,['Reds'],1,623451,stepj002,stephja01,14420,jacksonstephens
Jacob Barnes,2016,2019,182,1,['Brewers' '- - -'],2,606930,barnj002,barneja01,12323,jacobbarnes
Jacob Nix,2018,2018,9,9,['Padres'],1,656798,nix-j002,nixja02,17775,jacobnix
Jacob Turner,2011,2018,102,56,['Tigers' '- - -' 'Marlins' 'White Sox' 'Nationals'],5,545363,turnj002,turneja01,10185,jacobturner
Jacob Waguespack,2019,2019,16,13,['Blue Jays'],1,621097,waguj001,wagueja01,18318,jacobwaguespack
Jacob deGrom,2014,2019,171,171,['Mets'],1,594798,degrj001,degroja01,10954,jacobdegrom
Jae Kuk Ryu,2006,2008,28,1,['Cubs' 'Devil Rays' 'Rays'],3,472490,ryu-j001,ryuja01,8228,jaekukryu
Jae Seo,2002,2007,118,102,['Mets' '- - -' 'Devil Rays'],3,150242,seo-j001,seoja01,895,jaeseo
Jaime Barria,2018,2019,45,39,['Angels'],1,642545,barrj003,barrija01,18356,jaimebarria
Jaime Garcia,2008,2018,218,188,['Cardinals' '- - -'],2,448802,garcj004,garcija02,8137,jaimegarcia
Jaime Navarro,2000,2000,12,7,['- - -'],1,119667,navaj001,navarja01,1009465,jaimenavarro
Jaime Schultz,2018,2019,26,1,['Rays' 'Dodgers'],2,621289,schuj002,schulja02,15066,jaimeschultz
Jair Jurrjens,2007,2014,130,128,['Tigers' 'Braves' 'Orioles' 'Rockies'],4,457453,jurrj001,jurrjja01,5556,jairjurrjens
