Name,first_season,last_season,games_played,games_started,teams,num_teams,key_mlbam,key_retro,key_bbref,key_fangraphs,pitcher_cleaned
Ryan Dempster,2000,2013,540,315,['Marlins' '- - -' 'Reds' 'Cubs' 'Red Sox'],5,133225,dempr002,dempsry01,517,ryandempster
Ryan Drese,2001,2006,105,96,['Indians' 'Rangers' '- - -' 'Nationals'],4,400181,dresr001,dresery01,379,ryandrese
Ryan Feierabend,2006,2019,33,20,['Mariners' 'Rangers' 'Blue Jays'],3,456387,feier001,feierry01,6336,ryanfeierabend
Ryan Franklin,2001,2011,526,106,['Mariners' '- - -' 'Cardinals'],3,211041,franr001,frankry01,1076,ryanfranklin
Ryan Glynn,2000,2005,39,30,['Rangers' 'Blue Jays' 'Athletics'],3,150281,glynr001,glynnry01,686,ryanglynn
Ryan Jensen,2001,2005,57,42,['Giants' 'Royals'],2,276528,jensr001,jensery01,1117,ryanjensen
Ryan Kohlmeier,2000,2001,59,1,['Orioles'],1,332792,kohlr001,kohlmry01,1007082,ryankohlmeier
Ryan Madson,2003,2018,740,18,['Phillies' 'Royals' 'Athletics' '- - -'],4,425492,madsr001,madsory01,1852,ryanmadson
Ryan Meisinger,2018,2018,18,1,['Orioles'],1,664682,meisr001,meisiry01,18105,ryanmeisinger
Ryan Merritt,2016,2017,9,5,['Indians'],1,607320,merrr001,merriry01,13688,ryanmerritt
Ryan O'Malley,2006,2006,2,2,['Cubs'],1,456133,omalr001,omallry01,4412,ryano'malley
Ryan Rowland-Smith,2007,2014,121,47,['Mariners' 'Diamondbacks'],2,434884,rowlr002,rowlary01,3245,ryanrowlandsmith
Ryan Rupe,2000,2003,65,60,['Devil Rays' 'Red Sox'],2,150142,ruper001,rupery01,1223,ryanrupe
Ryan Sadowski,2009,2009,6,6,['Giants'],1,455961,sador001,sadowry01,5916,ryansadowski
Ryan Tepera,2015,2019,216,1,['Blue Jays'],1,572193,teper001,teperry01,10291,ryantepera
Ryan Tucker,2008,2011,18,6,['Marlins' 'Rangers'],2,457761,tuckr001,tuckery01,1062,ryantucker
Ryan Verdugo,2012,2012,1,1,['Royals'],1,489400,verdr001,verdury01,9154,ryanverdugo
Ryan Vogelsong,2000,2016,289,179,['Giants' '- - -' 'Pirates'],3,285064,voger001,vogelry01,1011,ryanvogelsong
Ryan Weber,2015,2019,42,11,['Braves' 'Mariners' 'Rays' 'Red Sox'],4,543901,weber001,weberry01,10160,ryanweber
Ryan Yarbrough,2018,2019,66,20,['Rays'],1,642232,yarbr001,yarbrry01,16502,ryanyarbrough
Ryne Stanek,2017,2019,143,56,['Rays' '- - -'],2,592773,stanr002,stanery01,15947,rynestanek
Sal Romano,2017,2019,67,41,['Reds'],1,607219,romas001,romansa01,13690,salromano
Salomon Torres,2002,2008,429,21,['Pirates' 'Brewers'],2,123415,torrs001,torresa01,1628,salomontorres
Sam Dyson,2012,2019,376,1,['Blue Jays' 'Marlins' '- - -' 'Rangers' 'Giants'],5,473879,dysos001,dysonsa01,11710,samdyson
Sam Gaviglio,2017,2019,94,37,['- - -' 'Blue Jays'],2,543208,gavis001,gavigsa01,12778,samgaviglio
Sam LeCure,2010,2015,250,10,['Reds'],1,459967,lecus001,lecursa01,4664,samlecure
Sam Narron,2004,2004,1,1,['Rangers'],1,433897,narrs001,narrosa02,4516,samnarron
Sam Tuivailala,2014,2019,124,2,['Cardinals' '- - -' 'Mariners'],3,592815,tuivs001,tuivasa01,13485,samtuivailala
Samuel Deduno,2010,2015,83,44,['Rockies' 'Padres' 'Twins' '- - -' 'Astros'],5,465679,dedus001,dedunsa01,5285,samueldeduno
Sandy Alcantara,2017,2019,46,38,['Cardinals' 'Marlins'],2,645261,alcas001,alcansa01,18684,sandyalcantara
Scot Shields,2001,2010,491,15,['Angels'],1,276912,shies002,shielsc01,35,scotshields
Scott Alexander,2015,2019,180,1,['Royals' 'Dodgers'],2,518397,alexs001,alexasc02,10591,scottalexander
Scott Atchison,2004,2015,299,1,['Mariners' 'Giants' 'Red Sox' 'Mets' 'Indians'],5,425786,atchs001,atchisc01,2642,scottatchison
Scott Baker,2005,2015,193,172,['Twins' 'Cubs' 'Rangers' 'Dodgers'],4,435044,bakes002,bakersc02,6176,scottbaker
Scott Carroll,2014,2016,47,19,['White Sox'],1,453222,carrs001,carrosc02,888,scottcarroll
Scott Copeland,2015,2018,6,3,['Blue Jays' 'Mets'],2,571577,copes001,copelsc01,10706,scottcopeland
Scott Diamond,2011,2016,59,58,['Twins' 'Blue Jays'],2,539438,diams001,diamosc01,5089,scottdiamond
Scott Downs,2000,2014,619,50,['- - -' 'Expos' 'Blue Jays' 'Angels'],4,275933,downs001,downssc01,773,scottdowns
Scott Elarton,2000,2008,162,153,['Astros' '- - -' 'Rockies' 'Indians' 'Royals'],5,134003,elars001,elartsc01,426,scottelarton
Scott Erickson,2000,2006,79,58,['Orioles' '- - -' 'Dodgers' 'Yankees'],4,113884,erics001,ericksc01,137,scotterickson
Scott Eyre,2000,2009,552,4,['White Sox' 'Blue Jays' '- - -' 'Giants' 'Cubs' 'Phillies'],6,113961,eyres001,eyresc01,1300,scotteyre
Scott Feldman,2005,2017,342,204,['Rangers' '- - -' 'Astros' 'Reds'],4,444857,felds001,feldmsc01,6283,scottfeldman
Scott Karl,2000,2000,23,13,['- - -'],1,116845,karls001,karlsc01,1006703,scottkarl
Scott Kazmir,2004,2016,298,297,['Devil Rays' 'Rays' '- - -' 'Angels' 'Indians' 'Athletics' 'Dodgers'],7,431148,kazms001,kazmisc01,4897,scottkazmir
Scott Lewis,2008,2009,5,5,['Indians'],1,460260,lewis002,lewissc02,7322,scottlewis
Scott Linebrink,2000,2011,607,6,['- - -' 'Astros' 'Padres' 'White Sox' 'Braves'],5,276530,lines001,linebsc01,564,scottlinebrink
Scott Mathieson,2006,2011,15,8,['Phillies'],1,455949,maths001,mathisc01,4771,scottmathieson
Scott Mullen,2000,2003,75,1,['Royals' '- - -'],2,150206,mulls002,mullesc01,618,scottmullen
Scott Olsen,2005,2010,130,127,['Marlins' 'Nationals'],2,435179,olses001,olsensc01,4529,scottolsen
Scott Proctor,2004,2011,307,1,['Yankees' '- - -' 'Dodgers' 'Braves'],4,429984,procs001,proctsc01,1911,scottproctor
Scott Randall,2003,2003,15,2,['Reds'],1,150054,rands002,randasc01,749,scottrandall
Scott Richmond,2008,2012,36,29,['Blue Jays'],1,446341,richs001,richmsc01,4307,scottrichmond
Scott Schoeneweis,2000,2010,546,93,['Angels' '- - -' 'White Sox' 'Blue Jays' 'Mets' 'Diamondbacks' 'Red Sox'],7,150011,schos001,schoesc01,33,scottschoeneweis
Scott Williamson,2000,2007,282,10,['Reds' '- - -' 'Red Sox' 'Cubs' 'Orioles'],5,150182,wills002,willisc01,361,scottwilliamson
Scott Winchester,2000,2001,17,1,['Reds'],1,124441,wincs001,winchsc01,1014120,scottwinchester
Sean Bergman,2000,2000,15,14,['Twins'],1,110909,bergs001,bergmse01,1000881,seanbergman
Sean Burnett,2004,2016,380,13,['Pirates' '- - -' 'Nationals' 'Angels'],4,430634,burns001,burnese01,1886,seanburnett
Sean Douglass,2001,2005,54,31,['Orioles' 'Blue Jays' 'Tigers'],3,346868,dougs001,douglse01,133,seandouglass
Sean Gallagher,2007,2010,91,23,['Cubs' '- - -'],2,451595,galls001,gallase01,8261,seangallagher
Sean Gilmartin,2015,2019,79,3,['Mets' 'Orioles'],2,543219,gilms001,gilmase01,12781,seangilmartin
Sean Henn,2005,2013,64,5,['Yankees' 'Padres' '- - -' 'Mets'],4,430675,henns001,hennse01,2147,seanhenn
Sean Lowe,2000,2003,174,17,['White Sox' '- - -' 'Royals'],3,117957,lowes001,lowese01,994,seanlowe
Sean Manaea,2016,2019,86,85,['Athletics'],1,640455,manas001,manaese01,15873,seanmanaea
Sean Marshall,2006,2014,396,59,['Cubs' 'Reds'],2,445156,marss002,marshse01,5905,seanmarshall
Sean Newcomb,2017,2019,105,53,['Braves'],1,656794,newcs001,newcose01,16943,seannewcomb
Sean Nolin,2013,2015,8,7,['Blue Jays' 'Athletics'],2,543594,nolis001,nolinse01,11341,seannolin
Sean O'Sullivan,2009,2016,71,56,['Angels' '- - -' 'Royals' 'Padres' 'Phillies' 'Red Sox'],6,457711,osuls001,osullse01,9137,seano'sullivan
Sean Reid-Foley,2018,2019,16,13,['Blue Jays'],1,656887,reids001,reidfse01,17034,seanreidfoley
Sean West,2009,2010,22,22,['Marlins'],1,476811,wests001,westse01,4393,seanwest
Sergio Mitre,2003,2011,143,64,['Cubs' 'Marlins' 'Yankees' '- - -'],4,429901,mitrs001,mitrese01,1773,sergiomitre
Sergio Romo,2008,2019,708,5,['Giants' '- - -' 'Rays'],3,489265,romos001,romose01,9817,sergioromo
Seth Etherton,2000,2006,23,23,['Angels' 'Reds' 'Athletics' 'Royals'],4,150003,ethes001,etherse01,322,sethetherton
Seth Greisinger,2002,2005,21,18,['Tigers' 'Twins' 'Braves'],3,133960,greis001,greisse01,467,sethgreisinger
Seth Lugo,2016,2019,151,31,['Mets'],1,607625,lugos001,lugose01,12447,sethlugo
Seth McClung,2003,2009,177,51,['Devil Rays' 'Brewers'],2,425528,mccls002,mccluse01,1657,sethmcclung
Severino Gonzalez,2015,2016,34,7,['Phillies'],1,605894,gonzs001,gonzase01,14697,severinogonzalez
Shairon Martis,2008,2013,26,19,['Nationals' 'Twins'],2,463017,marts001,martish01,6781,shaironmartis
Shane Bieber,2018,2019,54,52,['Indians'],1,669456,biebs001,biebesh01,19427,shanebieber
Shane Greene,2014,2019,285,33,['Yankees' 'Tigers' '- - -'],3,572888,grees005,greensh02,10756,shanegreene
Shane Komine,2006,2007,4,2,['Athletics'],1,455005,komis002,kominsh01,4754,shanekomine
Shane Loux,2002,2012,58,13,['Tigers' 'Angels' 'Giants'],3,400076,louxs001,louxsh01,1613,shaneloux
Shane Reynolds,2000,2004,94,93,['Astros' 'Braves' 'Diamondbacks'],3,121110,reyns001,reynosh01,574,shanereynolds
Shane Youman,2006,2007,21,11,['Pirates'],1,456558,youms001,youmash01,3888,shaneyouman
Shaun Anderson,2019,2019,28,16,['Giants'],1,641312,andes002,andersh01,19453,shaunanderson
Shaun Marcum,2005,2015,195,167,['Blue Jays' 'Brewers' 'Mets' 'Indians'],4,451788,marcs001,marcush01,6204,shaunmarcum
Shawn Chacon,2001,2008,269,134,['Rockies' '- - -' 'Pirates' 'Astros'],4,276336,chacs001,chacosh01,424,shawnchacon
Shawn Estes,2000,2008,180,178,['Giants' '- - -' 'Cubs' 'Rockies' 'Diamondbacks' 'Padres'],6,113915,estes001,estessh01,873,shawnestes
Shawn Hill,2004,2012,45,44,['Expos' 'Nationals' 'Padres' 'Blue Jays'],4,429718,hills003,hillsh01,1882,shawnhill
Shawn Sedlacek,2002,2002,16,14,['Royals'],1,424184,sedls001,sedlash01,1519,shawnsedlacek
Shelby Miller,2012,2019,150,132,['Cardinals' 'Braves' 'Diamondbacks' 'Rangers'],4,571946,mills001,millesh01,10197,shelbymiller
Shohei Ohtani,2018,2018,10,10,['Angels'],1,660271,ohtas001,ohtansh01,19755,shoheiohtani
Sidney Ponson,2000,2009,235,226,['Orioles' '- - -' 'Twins' 'Royals'],4,132260,ponss001,ponsosi01,161,sidneyponson
Sonny Gray,2013,2019,186,177,['Athletics' '- - -' 'Yankees' 'Reds'],4,543243,grays001,grayso01,12768,sonnygray
Spencer Turnbull,2018,2019,34,33,['Tigers'],1,605513,turns003,turnbsp01,16207,spencerturnbull
Stan Spencer,2000,2000,8,8,['Padres'],1,136461,spens002,spencst02,1012329,stanspencer
Stephen Fife,2012,2014,18,16,['Dodgers'],1,543155,fifes001,fifest01,8077,stephenfife
Stephen Gonsalves,2018,2018,7,4,['Twins'],1,624427,gonss001,gonsast01,15492,stephengonsalves
Stephen Randolph,2003,2007,109,6,['Diamondbacks' 'Astros'],2,150159,rands001,randost01,1655,stephenrandolph
Stephen Strasburg,2010,2019,239,239,['Nationals'],1,544931,stras001,strasst01,10131,stephenstrasburg
Stephen Tarpley,2018,2019,31,1,['Yankees'],1,605501,tarps001,tarplst01,15859,stephentarpley
Sterling Hitchcock,2000,2004,83,36,['Padres' '- - -' 'Yankees'],3,115982,hitcs001,hitchst01,824,sterlinghitchcock
Steve Geltz,2012,2016,110,2,['Angels' 'Rays'],2,544993,gelts001,geltzst01,8402,stevegeltz
Steve Green,2001,2001,1,1,['Angels'],1,279561,grees003,greenst01,1005012,stevegreen
Steve Johnson,2012,2016,43,5,['Orioles' 'Mariners'],2,489002,johns001,johnsst02,4053,stevejohnson
Steve Ontiveros,2000,2000,3,1,['Red Sox'],1,120036,ontis001,ontivst02,1009826,steveontiveros
Steve Parris,2000,2003,76,73,['Reds' 'Blue Jays' 'Devil Rays'],3,120247,parrs001,parrist01,1316,steveparris
Steve Smyth,2002,2002,8,7,['Cubs'],1,407790,smyts001,smythst01,1577,stevesmyth
Steve Sparks,2000,2004,167,96,['Tigers' '- - -' 'Diamondbacks'],3,122562,spars001,sparkst01,499,stevesparks
Steve Trachsel,2000,2008,233,231,['- - -' 'Mets' 'Orioles'],3,123431,tracs001,trachst01,898,stevetrachsel
Steve Woodard,2000,2003,90,32,['- - -' 'Indians' 'Rangers' 'Red Sox'],4,124548,woods001,woodast01,1285,stevewoodard
Steven Brault,2016,2019,89,35,['Pirates'],1,643230,braus002,braulst01,15291,stevenbrault
Steven Matz,2015,2019,103,101,['Mets'],1,571927,matzs001,matzst01,13361,stevenmatz
Steven Wright,2013,2019,81,44,['Red Sox'],1,453214,wrigs001,wrighst01,8185,stevenwright
Sun-Woo Kim,2001,2006,118,38,['Red Sox' '- - -' 'Expos'],3,279615,kim-s001,kimsu01,197,sunwookim
T.J. House,2014,2017,29,22,['Indians' 'Blue Jays'],2,543334,houst002,housetj01,9121,tjhouse
T.J. McFarland,2013,2019,262,3,['Orioles' 'Diamondbacks'],2,519008,mcfat001,mcfartj01,3237,tjmcfarland
T.J. Tucker,2000,2005,171,10,['Expos' 'Nationals'],2,324892,tuckt001,tucket.01,800,tjtucker
T.J. Zeuch,2019,2019,5,3,['Blue Jays'],1,643615,zeuct001,zeuchtj01,19269,tjzeuch
Taijuan Walker,2013,2019,97,94,['Mariners' 'Diamondbacks'],2,592836,walkt004,walketa01,11836,taijuanwalker
Tanner Anderson,2018,2019,11,5,['Pirates' 'Athletics'],2,664196,andet003,anderta01,18029,tanneranderson
Tanner Roark,2013,2019,213,172,['Nationals' '- - -'],2,543699,roart001,roarkta01,8753,tannerroark
Tanner Scheppers,2012,2017,180,4,['Rangers'],1,489294,schet001,schepta01,10267,tannerscheppers
Tanyon Sturtze,2000,2008,254,78,['- - -' 'Devil Rays' 'Blue Jays' 'Yankees' 'Dodgers'],5,122915,sturt001,sturtta01,1230,tanyonsturtze
Tayler Scott,2019,2019,13,2,['- - -'],1,605463,scott004,scottta02,13652,taylerscott
Taylor Buchholz,2006,2011,158,27,['Astros' 'Rockies' '- - -' 'Mets'],4,430587,bucht001,buchhta01,2168,taylorbuchholz
Taylor Clarke,2019,2019,23,15,['Diamondbacks'],1,664199,clart003,clarkta01,17611,taylorclarke
Taylor Cole,2017,2019,57,8,['Blue Jays' 'Angels'],2,518566,colet001,coleta01,11964,taylorcole
Taylor Hearn,2019,2019,1,1,['Rangers'],1,621368,heart001,hearnta01,18325,taylorhearn
Taylor Hill,2014,2015,9,1,['Nationals'],1,592398,hillt001,hillta01,12515,taylorhill
Taylor Jordan,2013,2015,18,15,['Nationals'],1,518863,jordt001,jordata01,10466,taylorjordan
Taylor Jungmann,2015,2017,30,27,['Brewers'],1,543380,jungt001,jungmta01,13119,taylorjungmann
Ted Lilly,2000,2013,347,328,['Yankees' '- - -' 'Athletics' 'Blue Jays' 'Cubs' 'Dodgers'],6,150404,lillt001,lillyte01,833,tedlilly
Terry Adams,2000,2005,298,41,['Dodgers' 'Phillies' '- - -'],3,110067,adamt001,adamste01,946,terryadams
Terry Mulholland,2000,2006,270,45,['Braves' '- - -' 'Indians' 'Twins' 'Diamondbacks'],5,119488,mulht001,mulhote01,665,terrymulholland
Thomas Diamond,2010,2010,16,3,['Cubs'],1,435080,diamt001,diamoth01,8025,thomasdiamond
Thomas Pannone,2018,2019,49,13,['Blue Jays'],1,623381,pannt001,pannoth01,17281,thomaspannone
Tim Adleman,2016,2017,43,33,['Reds'],1,534947,adlet001,adlemti01,10968,timadleman
Tim Belcher,2000,2000,9,9,['Angels'],1,110809,belct001,belchti01,1000789,timbelcher
Tim Cooney,2015,2015,6,6,['Cardinals'],1,608641,coont001,cooneti01,13762,timcooney
Tim Corcoran,2005,2007,40,17,['Devil Rays'],1,434898,corct002,corcoti02,2351,timcorcoran
Tim Drew,2000,2004,35,11,['Indians' 'Expos' 'Braves'],3,282328,drewt001,drewti01,380,timdrew
Tim Harikkala,2004,2007,64,1,['Rockies' 'Athletics'],2,115475,harit001,harikti01,1909,timharikkala
Tim Hudson,2000,2015,461,458,['Athletics' 'Braves' 'Giants'],3,218596,hudst001,hudsoti01,921,timhudson
Tim Lincecum,2007,2016,278,270,['Giants' 'Angels'],2,453311,linct001,linceti01,5705,timlincecum
Tim Melville,2016,2019,13,10,['Reds' '- - -' 'Rockies'],3,543532,melvt001,melviti01,9149,timmelville
Tim Redding,2001,2009,179,144,['Astros' '- - -' 'Nationals' 'Mets'],4,400062,reddt001,redditi01,573,timredding
Tim Stauffer,2005,2015,201,73,['Padres' '- - -'],2,431162,staut001,staufti01,6432,timstauffer
Tim Wakefield,2000,2011,411,292,['Red Sox'],1,123801,waket001,wakefti01,219,timwakefield
Todd Jones,2000,2008,590,1,['Tigers' '- - -' 'Rockies' 'Marlins'],4,116734,jonet003,jonesto02,436,toddjones
Todd Redmond,2012,2015,67,16,['Reds' 'Blue Jays'],2,445170,redmt002,redmoto01,9943,toddredmond
Todd Ritchie,2000,2004,99,94,['Pirates' 'White Sox' 'Brewers' 'Devil Rays'],4,121234,ritct001,ritchto01,253,toddritchie
Todd Stottlemyre,2000,2002,23,22,['Diamondbacks'],1,122840,stott001,stottto01,75,toddstottlemyre
Todd Van Poppel,2000,2004,224,18,['Cubs' 'Rangers' '- - -' 'Reds'],4,123650,vanpt001,vanpoto01,1284,toddvanpoppel
Todd Wellemeyer,2003,2010,208,75,['Cubs' '- - -' 'Cardinals' 'Giants'],4,425487,wellt002,welleto01,1709,toddwellemeyer
Tom Eshelman,2019,2019,10,4,['Orioles'],1,664045,eshet001,eshelto01,18361,tomeshelman
Tom Glavine,2000,2008,283,283,['Braves' 'Mets'],2,114849,glavt001,glavito02,90,tomglavine
Tom Gorzelanny,2005,2016,314,121,['Pirates' '- - -' 'Cubs' 'Nationals' 'Brewers' 'Tigers' 'Indians'],7,452733,gorzt001,gorzeto01,6244,tomgorzelanny
Tom Koehler,2012,2017,161,133,['Marlins' '- - -'],2,543408,koeht001,koehlto01,6570,tomkoehler
Tom Mastny,2006,2008,80,1,['Indians'],1,457826,mastt001,mastnto01,5768,tommastny
Tom Shearn,2007,2007,7,6,['Reds'],1,407838,sheat001,shearto01,2040,tomshearn
Tom Wilhelmsen,2011,2017,344,2,['Mariners' '- - -' 'Diamondbacks'],3,452666,wilht001,wilheto01,9975,tomwilhelmsen
Tommy Hanson,2009,2013,123,121,['Braves' 'Angels'],2,462102,hanst001,hansoto01,9129,tommyhanson
Tommy Hunter,2008,2019,448,75,['Rangers' '- - -' 'Orioles' 'Rays' 'Phillies'],5,488984,huntt002,hunteto02,1157,tommyhunter
Tommy Milone,2011,2019,174,136,['Nationals' 'Athletics' '- - -' 'Twins' 'Mariners'],5,543548,milot001,milonto01,7608,tommymilone
Tommy Phelps,2003,2005,75,11,['Marlins' 'Brewers'],2,425882,phelt002,phelpto01,1665,tommyphelps
Tomo Ohka,2000,2009,194,176,['Red Sox' '- - -' 'Expos' 'Brewers' 'Blue Jays' 'Indians'],6,219594,ohkat001,ohkato01,788,tomoohka
Tony Armas Jr.,2000,2008,184,166,['Expos' 'Nationals' 'Pirates' 'Mets'],4,150393,armat002,armasto02,761,tonyarmasjr
Tony Cingrani,2012,2018,216,30,['Reds' '- - -' 'Dodgers'],3,571561,cingt001,cingrto01,12555,tonycingrani
Tony Fiore,2000,2003,87,2,['Devil Rays' '- - -' 'Twins'],3,150106,fiort001,fioreto01,726,tonyfiore
Tony Gonsolin,2019,2019,11,6,['Dodgers'],1,664062,gonst001,gonsoto01,19388,tonygonsolin
Tony McKnight,2000,2001,21,21,['Astros' '- - -'],2,150062,mcknt001,mcknito01,1008602,tonymcknight
Tony Mounce,2003,2003,11,11,['Rangers'],1,429481,mount001,mouncto01,1739,tonymounce
Tony Pena,2006,2011,313,3,['Diamondbacks' '- - -' 'White Sox'],3,430963,penat003,penato03,4573,tonypena
Tony Zych,2015,2017,70,1,['Mariners'],1,543964,zycht001,zychto01,12876,tonyzych
Toru Murata,2015,2015,1,1,['Indians'],1,538506,murat001,muratto01,11652,torumurata
Touki Toussaint,2018,2019,31,6,['Braves'],1,657053,toust001,toussto01,16929,toukitoussaint
Travis Blackley,2004,2013,82,26,['Mariners' 'Giants' '- - -'],3,429715,blact001,blacktr01,3234,travisblackley
Travis Driskill,2002,2007,57,19,['Orioles' 'Rockies' 'Astros'],3,150344,drist001,drisktr01,134,travisdriskill
Travis Harper,2000,2006,240,14,['Devil Rays'],1,150135,harpt002,harpetr01,1211,travisharper
Travis Lakins,2019,2019,16,3,['Red Sox'],1,664042,lakit001,lakintr01,18600,travislakins
Travis Smith,2002,2006,41,15,['Cardinals' 'Braves' 'Marlins'],3,134000,smitt001,smithtr01,1522,travissmith
Travis Wood,2010,2017,298,147,['Reds' 'Cubs' '- - -'],3,475243,woodt004,woodtr01,9884,traviswood
Trent Thornton,2019,2019,32,29,['Blue Jays'],1,663423,thort002,thorntr01,17948,trentthornton
Trevor Bauer,2012,2019,194,184,['Diamondbacks' 'Indians' '- - -'],3,545333,bauet001,bauertr01,12703,trevorbauer
Trevor Bell,2009,2014,54,11,['Angels' 'Reds'],2,457707,bellt002,belltr01,7074,trevorbell
Trevor Cahill,2009,2019,341,219,['Athletics' 'Diamondbacks' '- - -' 'Cubs' 'Angels'],5,502239,cahit001,cahiltr01,6249,trevorcahill
Trevor May,2014,2019,191,26,['Twins'],1,543507,may-t001,maytr01,6398,trevormay
Trevor Oaks,2018,2018,4,2,['Royals'],1,656805,oakst001,oakstr01,16468,trevoroaks
Trevor Richards,2018,2019,55,48,['Marlins' '- - -'],2,670950,richt001,richatr01,19309,trevorrichards
Trevor Williams,2016,2019,95,83,['Pirates'],1,592866,willt002,willitr01,16977,trevorwilliams
Trey Hodges,2002,2003,56,1,['Braves'],1,408074,hodgt001,hodgetr01,1608,treyhodges
Trey Moore,2000,2001,10,8,['Expos' 'Braves'],2,134340,moort001,mooretr01,1009130,treymoore
Trey Wingenter,2018,2019,73,1,['Padres'],1,622259,wingt001,wingetr01,17793,treywingenter
Troy Mattes,2001,2001,8,8,['Expos'],1,400111,mattt001,mattetr01,1008252,troymattes
Troy Patton,2007,2014,151,2,['Astros' 'Orioles' '- - -'],3,461856,pattt001,pattotr01,8368,troypatton
Troy Percival,2000,2009,397,1,['Angels' 'Tigers' 'Cardinals' 'Rays'],4,120401,perct001,percitr01,29,troypercival
Troy Scribner,2017,2018,11,5,['Angels' 'Diamondbacks'],2,644428,scrit001,scribtr01,15570,troyscribner
Tsuyoshi Wada,2014,2015,21,20,['Cubs'],1,493159,wadat001,wadats01,13046,tsuyoshiwada
Ty Blach,2016,2019,92,44,['Giants' '- - -'],2,621389,blact002,blachty01,14361,tyblach
Ty Taubenheim,2006,2008,14,9,['Blue Jays' 'Pirates'],2,457458,taubt001,taubety01,5561,tytaubenheim
Tyler Alexander,2019,2019,13,8,['Tigers'],1,641302,alext001,alexaty01,17735,tyleralexander
Tyler Anderson,2016,2019,73,71,['Rockies'],1,542881,andet002,anderty01,12880,tyleranderson
Tyler Beede,2018,2019,26,24,['Giants'],1,595881,beedt001,beedety01,16981,tylerbeede
Tyler Chatwood,2011,2019,192,138,['Angels' 'Rockies' 'Cubs'],3,543022,chatt001,chatwty01,4338,tylerchatwood
Tyler Clippard,2007,2019,751,12,['Yankees' 'Nationals' '- - -' 'Blue Jays' 'Indians'],5,461325,clipt001,clippty01,5640,tylerclippard
Tyler Cloyd,2012,2018,27,17,['Phillies' 'Mariners' 'Marlins'],3,543031,cloyt001,cloydty01,8536,tylercloyd
Tyler Cravy,2015,2016,34,9,['Brewers'],1,572788,cravt001,cravyty01,10770,tylercravy
Tyler Danish,2016,2018,11,1,['White Sox'],1,641501,danit001,danisty01,15126,tylerdanish
Tyler Duffey,2015,2019,169,37,['Twins'],1,608648,dufft001,duffety01,13758,tylerduffey
Tyler Glasnow,2016,2019,79,40,['Pirates' '- - -' 'Rays'],3,607192,glast001,glasnty01,14374,tylerglasnow
Tyler Lyons,2013,2019,161,20,['Cardinals' '- - -'],2,544928,lyont001,lyonsty01,11334,tylerlyons
Tyler Mahle,2017,2019,52,52,['Reds'],1,641816,mahlt001,mahlety01,16358,tylermahle
Tyler Matzek,2014,2015,25,24,['Rockies'],1,554431,matzt001,matzety01,10058,tylermatzek
Tyler Pill,2017,2017,7,3,['Mets'],1,543652,pillt001,pillty01,12751,tylerpill
Tyler Skaggs,2012,2019,96,96,['Diamondbacks' 'Angels'],2,572140,skagt001,skaggty01,10190,tylerskaggs
Tyler Thornburg,2012,2019,185,10,['Brewers' 'Red Sox'],2,592804,thort001,thornty01,10688,tylerthornburg
Tyler Wagner,2015,2016,6,3,['Brewers' 'Diamondbacks'],2,621281,wagnt001,wagnety01,13796,tylerwagner
Tyler Walker,2002,2010,286,1,['Mets' 'Giants' '- - -' 'Phillies' 'Nationals'],5,400104,walkt003,walkety01,901,tylerwalker
Tyler Wilson,2015,2017,42,19,['Orioles'],1,592869,wilst004,wilsoty01,12691,tylerwilson
Tyler Yates,2004,2009,239,7,['Mets' 'Braves' 'Pirates'],3,407884,yatet001,yatesty01,1527,tyleryates
Tyrell Jenkins,2016,2016,14,8,['Braves'],1,592433,jenkt001,jenkity01,11378,tyrelljenkins
Tyson Ross,2010,2019,203,142,['Athletics' 'Padres' 'Rangers' '- - -' 'Tigers'],5,475115,rosst001,rossty01,7872,tysonross
Ubaldo Jimenez,2006,2017,329,315,['Rockies' '- - -' 'Indians' 'Orioles'],4,434622,jimeu001,jimenub01,3374,ubaldojimenez
Valerio de los Santos,2000,2008,215,4,['Brewers' '- - -' 'Blue Jays' 'Marlins' 'Rockies'],5,136304,delov001,delosva01,681,valeriodelossantos
Vance Worley,2010,2017,163,97,['Phillies' 'Twins' 'Pirates' 'Orioles' 'Marlins'],5,474699,worlv001,worleva01,6435,vanceworley
Vicente Padilla,2000,2012,381,237,['- - -' 'Phillies' 'Rangers' 'Dodgers' 'Red Sox'],5,218894,padiv001,padilvi01,964,vicentepadilla
Victor Alvarez,2002,2003,9,1,['Dodgers'],1,407874,alvav001,alvarvi01,1559,victoralvarez
Victor Santos,2001,2007,186,87,['Tigers' 'Rockies' 'Rangers' 'Brewers' 'Pirates' '- - -'],6,276343,santv001,santovi01,446,victorsantos
Victor Zambrano,2001,2007,187,100,['Devil Rays' '- - -' 'Mets'],3,406913,zambv001,zambrvi01,1237,victorzambrano
Vidal Nuno,2013,2018,155,42,['Yankees' '- - -' 'Mariners' 'Orioles' 'Rays'],5,573064,nunov001,nunovi01,9674,vidalnuno
Vin Mazzaro,2009,2016,140,45,['Athletics' 'Royals' 'Pirates' 'Marlins' 'Giants'],5,476570,mazzv001,mazzavi01,5231,vinmazzaro
Vince Velasquez,2015,2019,122,99,['Astros' 'Phillies'],2,592826,velav001,velasvi01,11189,vincevelasquez
